country,year,dad,mom,daughter,son,continent
Panama,1980,7.978562832,7.933394909,11.1139679,10.49582577,Americas
Papua New Guinea,1980,5.803647995,4.183830261,8.052061081,7.625922203,Asia
Peru,1940,3.397772789,2.070475578,4.333014965,6.892857075,Americas
Peru,1950,4.002934933,2.717332125,7.024560452,8.721884727,Americas
Peru,1960,4.455768585,3.107970715,8.633236885,9.598421097,Americas
Peru,1970,4.822653294,3.708075762,9.469381332,9.909946442,Americas
Peru,1980,6.310105801,5.335502148,10.75071621,10.72336006,Americas
Philippines,1940,5.291018486,4.088905811,8.250728607,8.934617996,Oceania
Philippines,1950,5.195933819,4.934252739,9.272092819,8.84540081,Oceania
Philippines,1960,5.963531017,5.656183243,9.875183105,10.24108791,Oceania
Philippines,1970,7.253463268,6.961163521,10.45618343,10.77949524,Oceania
Philippines,1980,7.539913654,7.880814075,8.646404266,8.429073334,Oceania
Poland,1940,6.751666069,5.864910603,10.23746872,11.17616081,Europe
Poland,1950,7.545582294,7.302519798,12.14995003,11.92566776,Europe
Poland,1960,9.028165817,8.293866158,13.23088932,12.65672112,Europe
Poland,1970,9.496228218,9.451169014,13.85525799,13.62766552,Europe
Poland,1980,10.37499332,11.17774582,14.93024445,13.8748827,Europe
Portugal,1940,3.953693628,2.374314308,4.981456757,6.066319942,Europe
Portugal,1950,4.072805882,3.397141457,7.073473454,7.318906307,Europe
Portugal,1960,5.176322937,4.849426746,9.202847481,8.691967964,Europe
Portugal,1970,6.247421265,6.45838356,11.37460709,10.3432951,Europe
Portugal,1980,7.429003239,7.129957676,12.79168892,11.43317127,Europe
Romania,1940,6.086591244,4.656805038,8.106812477,10.41789913,Europe
Romania,1950,7.161547184,5.960775852,10.69911957,11.82385159,Europe
Romania,1960,7.861454964,7.092122078,12.02895546,12.11483097,Europe
Romania,1970,9.701655388,9.219805717,13.06525898,12.46107101,Europe
Romania,1980,11.51075172,11.21482468,13.09148884,13.15947342,Europe
Russian Federation,1940,6.095517159,5.219754696,11.49494648,11.07117558,Europe
Russian Federation,1950,7.748682976,6.720355034,12.02750587,12.28851128,Europe
Russian Federation,1960,8.672120094,8.750080109,12.33954334,12.35463428,Europe
Russian Federation,1970,10.54837513,11.32107258,13.18282127,12.71932411,Europe
Russian Federation,1980,12.20380211,12.8762188,14.31205559,13.74986839,Europe
Rwanda,1940,0.398219824,0.128752872,1.073268771,2.762916088,Africa
Rwanda,1950,0.765372753,0.19684127,1.93281281,3.348852158,Africa
Rwanda,1960,1.486876011,0.465233445,3.410922766,4.323973656,Africa
Rwanda,1970,2.662507057,1.27835834,5.184300423,5.577285767,Africa
Rwanda,1980,3.000243425,2.196460962,4.866084576,5.137032032,Africa
Sao Tome and Principe,1980,4.067403316,2.579858541,5.296833038,5.498895168,Africa
Senegal,1940,3.516038,1.446132,2.157133,4.375983,Africa
Senegal,1950,3.543019,1.490379,2.595667,4.957835,Africa
Senegal,1960,4.306497,1.730419,3.037199,5.554702,Africa
Senegal,1970,4.121383,2.259225,3.625663,5.48983,Africa
Senegal,1980,4.542511,2.202781,3.532743,4.631052,Africa
Serbia,1940,5.696892262,3.795746803,8.036123276,9.748565674,Europe
Serbia,1950,6.497679234,5.002118111,9.505188942,10.41829491,Europe
Serbia,1960,8.622796059,6.807806969,11.23779202,11.62280083,Europe
Serbia,1970,9.648320198,9.014611244,11.5991745,11.66451359,Europe
Serbia,1980,10.7274971,10.31878757,12.52727795,11.86835575,Europe
Sierra Leone,1980,3.381811619,2.515626192,6.319627285,5.927343369,Africa
Slovak Republic,1940,8.670460701,7.481426239,11.84394932,12.69262218,Europe
Slovak Republic,1950,9.896877289,8.671875,12.61182117,12.93667316,Europe
Slovak Republic,1960,10.89474297,9.816457748,13.23692799,13.37818241,Europe
Slovak Republic,1970,11.80264854,11.03492355,13.47825241,13.17973995,Europe
Slovak Republic,1980,11.86466694,12.31153679,14.11572552,13.68643761,Europe
Slovenia,1940,8.843914986,7.19702816,10.49541759,11.72384834,Europe
Slovenia,1950,9.625938416,8.08576107,11.25083447,11.51469421,Europe
Slovenia,1960,10.32060242,8.860486031,12.1704998,12.07902718,Europe
Slovenia,1970,11.52855587,10.60657024,13.81296921,12.71170712,Europe
Slovenia,1980,11.7245369,11.61226845,14.56208038,13.74317932,Europe
South Africa,1940,3.055577278,2.760472536,5.602649689,6.787576675,Africa
South Africa,1950,3.803827286,3.403627872,7.35307312,8.175712585,Africa
South Africa,1960,3.745142221,3.476252556,8.881994247,9.183983803,Africa
South Africa,1970,4.387219906,4.479598045,10.69233227,10.47646332,Africa
South Africa,1980,5.92245245,6.399115562,11.35559654,11.14382648,Africa
South Sudan,1980,1.682334661,0.587940991,1.479475379,2.311807394,Africa
Spain,1940,2.46576786,1.775939941,8.567094803,9.16189003,Europe
Spain,1950,4.116793633,2.498078346,10.86307526,11.95276642,Europe
Spain,1960,5.086633205,3.360060453,13.13112926,13.02733994,Europe
Spain,1970,6.324576378,5.529597759,15.08417988,14.51402855,Europe
Spain,1980,8.099478722,7.57651186,16.03286171,14.87685871,Europe
Sri Lanka,1940,NA,5.274738312,8.240121841,NA,Asia
Sri Lanka,1950,6.453375816,5.216644287,7.907186508,8.260580063,Asia
Sri Lanka,1960,7.153677464,5.955152512,8.566968918,8.819929123,Asia
Sri Lanka,1970,8.179405212,7.486055851,9.736258507,9.706988335,Asia
Sri Lanka,1980,8.525030136,7.462782383,9.747917175,11.37034225,Asia
Sudan,1980,3.311148405,1.905593276,6.82738781,6.589980602,Africa
Swaziland,1980,6.230676174,5.87539196,9.443804741,8.923306465,Africa
Sweden,1940,5.692015171,5.547937393,12.23803234,11.96773338,Europe
Sweden,1950,7.182980537,6.651021004,13.19260406,12.84254837,Europe
Sweden,1960,9.11803627,8.984157562,14.1223135,13.12509823,Europe
Sweden,1970,11.29483032,11.71162224,14.65487671,14.05592155,Europe
Sweden,1980,12.53035927,12.68481255,14.73940182,14.17504883,Europe
Switzerland,1940,11.36389065,9.590035439,10.72911358,11.40402699,Europe
Switzerland,1950,11.32443333,9.490039825,11.19149303,11.7680645,Europe
Switzerland,1960,11.46681213,10.15355778,11.5874567,11.82113171,Europe
Switzerland,1970,12.83615112,11.35650921,12.58431721,12.45478153,Europe
Switzerland,1980,13.0796032,12.04549408,12.53131866,12.11381912,Europe
"Taiwan, China",1940,3.572799444,1.406809926,5.43558979,8.930261612,Asia
"Taiwan, China",1950,5.073617935,2.6060009,8.819681168,10.47414494,Asia
"Taiwan, China",1960,5.826768875,3.695202112,11.38163376,12.27629662,Asia
"Taiwan, China",1970,7.757129192,6.146019459,13.55848408,13.52524471,Asia
"Taiwan, China",1980,10.42308426,9.193557739,14.93864822,15.08314896,Asia
Tajikistan,1950,10.05234051,7.744809628,11.17199516,12.26163006,Asia
Tajikistan,1960,10.41683197,8.544930458,11.91820526,12.31186771,Asia
Tajikistan,1970,11.24177361,9.117115974,11.28192997,11.91999531,Asia
Tajikistan,1980,11.06383896,9.822495461,11.29569054,12.2304039,Asia
Tanzania,1940,0.858733118,0.237222731,1.47525835,3.530110836,Africa
Tanzania,1950,1.697755456,0.775001168,3.180064678,5.638080597,Africa
Tanzania,1960,2.275851965,1.319634557,5.120126247,6.631346703,Africa
Tanzania,1970,4.459136009,2.531617403,5.772845268,6.51747179,Africa
Tanzania,1980,5.078999519,4.208968163,6.057113171,6.983336926,Africa
Thailand,1980,6.5566082,6.402316093,12.62516499,11.18113613,Asia
Timor-Leste,1940,0.11144425,0.019529708,0.137998283,0.802608728,Oceania
Timor-Leste,1950,0.122242145,0.00920325,0.488444746,1.630037665,Oceania
Timor-Leste,1960,0.270780861,0.095025897,1.998700261,4.815083981,Oceania
Timor-Leste,1970,0.533932388,0.322210103,5.293432236,7.209234715,Oceania
Timor-Leste,1980,1.344822645,0.627329409,6.29330492,7.366274357,Oceania
Togo,1940,0.553429186,0.083111957,0.427742034,3.062926292,Africa
Togo,1950,0.93128866,0.15496096,1.420482039,4.354441643,Africa
Togo,1960,1.339530587,0.353524595,2.483583689,6.349674702,Africa
Togo,1970,1.819515109,0.847614288,3.172788143,6.167209625,Africa
Togo,1980,3.46562314,1.387477994,4.483484745,7.671432495,Africa
Tonga,1980,10.42324638,9.535420418,11.80506802,11.12323666,Oceania
Tunisia,1940,1.310402989,0.223160878,1.544512033,4.075894833,Africa
Tunisia,1950,1.203286409,0.108976141,2.780699015,6.490847111,Africa
Tunisia,1960,1.74608314,0.33560586,4.746359348,7.116865158,Africa
Tunisia,1970,2.277725935,0.675169706,6.71808815,8.543893814,Africa
Tunisia,1980,4.053542614,2.003531933,9.692625046,9.913556099,Africa
Turkey,1950,4.302700043,3.455848455,6.565317631,7.247435093,Asia
Turkey,1960,4.89299202,3.316255331,7.262038231,8.371935844,Asia
Turkey,1970,5.654708385,4.098298073,7.86598587,9.66074276,Asia
Turkey,1980,6.381680012,5.117012501,9.679793358,11.13595963,Asia
Uganda,1940,0.763179541,0.010844212,2.606523991,5.965436935,Africa
Uganda,1950,1.536167145,0.249694809,3.472875357,6.532973766,Africa
Uganda,1960,1.91927433,0.666496634,4.299911499,7.540031433,Africa
Uganda,1970,2.946210384,1.396191835,5.152807236,6.849210739,Africa
Uganda,1980,4.962837696,2.311306477,6.955095291,8.823253632,Africa
Ukraine,1940,5.567000389,5.164167404,12.11525345,12.55286407,Europe
Ukraine,1950,7.647067547,7.078223705,12.587286,12.40115166,Europe
Ukraine,1960,9.71555233,8.871049881,13.19953442,13.13732529,Europe
Ukraine,1970,11.29603291,11.18509674,13.24168587,12.53691769,Europe
Ukraine,1980,11.5975914,12.07294369,13.96976089,13.43816948,Europe
United Kingdom,1940,7.88480854,7.248984337,12.18450832,12.58721066,Europe
United Kingdom,1950,8.525239944,7.802820683,13.01599121,13.5260582,Europe
United Kingdom,1960,9.328156471,8.725624084,13.81678104,13.99291611,Europe
United Kingdom,1970,10.86923218,9.950638771,14.7869873,14.3998003,Europe
United Kingdom,1980,11.73618698,11.51637173,15.02584362,14.76450825,Europe
United States,1940,10.01478577,10.62883472,13.54271984,14.33841133,Americas
United States,1950,11.14658833,11.46203804,13.98587608,13.90823746,Americas
United States,1960,11.98210049,11.68764877,13.92762089,13.81027508,Americas
United States,1970,13.02864742,12.77601814,14.55724525,14.16683769,Americas
United States,1980,13.24511528,13.11213875,14.58115387,14.08752823,Americas
Uzbekistan,1940,8.061926842,7.912672043,10.40172672,11.74523067,Asia
Uzbekistan,1950,8.576899529,8.229135513,10.82109547,11.37737846,Asia
Uzbekistan,1960,9.494441032,8.941758156,10.83596325,10.81603432,Asia
Uzbekistan,1970,10.47541809,9.651024818,10.32692623,10.24664593,Asia
Uzbekistan,1980,11.10899639,10.13044643,10.33351135,10.88886833,Asia
Vanuatu,1980,6.132638454,5.288010597,7.474104404,7.313222885,Oceania
Vietnam,1940,NA,2.016794682,9.962827682,NA,Asia
Vietnam,1950,5.627871037,2.536941528,10.05125809,11.94584465,Asia
Vietnam,1960,5.619730949,3.626419783,9.783186913,9.816375732,Asia
Vietnam,1970,7.732713699,5.457524776,10.7844696,11.25593853,Asia
Vietnam,1980,8.604109764,7.36640501,12.32428932,12.16369057,Asia
West Bank and Gaza,1980,8.909261703,7.877292156,12.76956081,11.40103245,Asia
"Yemen, Rep.",1980,3.791223288,1.393862724,7.529600143,10.24094677,Asia
Zambia,1980,8.124674797,6.441871643,5.907146931,5.742238045,Africa
